nNoBorne,sStatut,sNomRue,sZoneGroupeCode,nLongitude,nLatitude,sTypeExploitation
11707,A,Ontario,PC-PD-S-W,-73.558741599822596000,45.526728625228849000,Régulier Payez-Partez
11709,A,Mackay,IMAGE AGENCE,-73.579080504319478000,45.496748831456436000,Régulier Payez-Partez
11711,A,Bernard,PG-PL-PM-TA,-73.604214439531347000,45.525000965670060000,Régulier Payez-Partez
11712,A,Bernard,PG-PL-PM-TA,-73.603807678013467000,45.525666083483308000,Régulier Payez-Partez
11713,A,Bernard,PL-PM-PN-TA,-73.602729783636406000,45.526611160757149000,Régulier Payez-Partez
11715,A,Saint-Viateur,PG-PL-PM-TA,-73.601260190169640000,45.523340855667875000,Régulier Payez-Partez
11718,A,Saint-Viateur,PG-PL-PM-TA,-73.600012488939029000,45.524480016343865000,Régulier Payez-Partez
11719,A,Saint-Viateur,PL-PM-PN-TA,-73.599623128217573000,45.525153248447076000,Régulier Payez-Partez
11723,A,Fairmount,PG-PL-PM-TA,-73.596734649131605000,45.521619521616934000,Régulier Payez-Partez
11724,A,Fairmount,PG-PL-PM-TA,-73.595864108792469000,45.522283572589032000,Régulier Payez-Partez
11725,A,Fairmount,PH-PL-PM-PN,-73.595561667783713000,45.522831657562705000,Régulier Payez-Partez
11726,A,Fairmount,PG-PH-PL-PM,-73.594895735280190000,45.523337704362362000,Régulier Payez-Partez
11727,A,Gilford,PF-PG-PH-PJ,-73.584987504138951000,45.523831178578781000,Régulier Payez-Partez
11728,A,Gilford,PF-PG-PH-PJ,-73.585610559157004000,45.524990462684940000,Régulier Payez-Partez
11729,A,Roy,G-PB-PC-PF,-73.575469630787978000,45.516003706571169000,Régulier Payez-Partez
11732,A,Roy,G-PC-PD-PF,-73.573604246281704000,45.518043511068718000,Régulier Payez-Partez
11733,A,Roy,G-PC-PD-PF,-73.572797867082485000,45.519124470885494000,Régulier Payez-Partez
11736,A,Roy,G-PC-PD-PF,-73.571343509360105000,45.520705211196692000,Régulier Payez-Partez
11737,A,Sherbrooke,G-PB-PC-S,-73.569117367797119000,45.513494211473521000,Régulier Payez-Partez
11738,A,Sherbrooke,G-PB-PC-S,-73.568664795440171000,45.514509102154165000,Régulier Payez-Partez
11739,A,Sherbrooke,BASE COURTE ,-73.567623871606315000,45.516821361773836000,Régulier Payez-Partez
11740,A,Sherbrooke,PC-PD-S-W,-73.566547622335932000,45.519198870430181000,Régulier Payez-Partez
11741,A,Sherbrooke,PC-PD-S-W,-73.565985383053061000,45.520438128917007000,Régulier Payez-Partez
11747,A,Jean-Talon,VA-VB-VC-VD,-73.625504510901621000,45.525075749486952000,Régulier Payez-Partez
11748,A,Jean-Talon,VA-VB-VC-VD,-73.625389557106374000,45.524829597093778000,Régulier Payez-Partez
11750,A,Jean-Talon,VA-VB-VC-VD,-73.624815413427314000,45.525805681871674000,Régulier Payez-Partez
11751,A,Jean-Talon,VA-VB-VC-VD,-73.624837061307119000,45.526207878187172000,Régulier Payez-Partez
11752,A,Jean-Talon,VA-VB-VC-VD,-73.624349914205055000,45.526579746228649000,Régulier Payez-Partez
11753,A,Jean-Talon,VA-VB-VC-VD,-73.624411799310764000,45.526922733584428000,Régulier Payez-Partez
11754,A,Bloomfield,VA-VB-VC-VD,-73.624677718972677000,45.527611063626473000,Régulier Payez-Partez
11755,A,Jean-Talon,VA-VB-VC-VD,-73.623730669263736000,45.527631133840671000,Régulier Payez-Partez
11758,A,Jean-Talon,BASE COURTE ,-73.623701596379590000,45.528116960380501000,Régulier Payez-Partez
11759,A,Jean-Talon,VA-VB-VC-VD,-73.623053280997667000,45.528772654629734000,Régulier Payez-Partez
11760,A,Jean-Talon,BASE COURTE ,-73.623152581159289000,45.529053559235528000,Régulier Payez-Partez
11761,A,Hutchison,VA-VB-VC-VD,-73.624182697053854000,45.530012877156246000,Régulier Payez-Partez
11762,A,Hutchison,VA-VB-VC-VD,-73.622984205178000000,45.529662408755812000,Régulier Payez-Partez
11763,A,Hutchison,VA-VB-VC-VD,-73.622439782283223000,45.529541821287367000,Régulier Payez-Partez
11766,A,Notre-Dame,K-M-N-P,-73.557693913163163000,45.503400351246093000,Régulier Payez-Partez
11767,A,Stanley,B-C-D-R,-73.577124876021912000,45.501084982408138000,Régulier Payez-Partez
11768,A,Stanley,B-C-D-R,-73.575241910035814000,45.500178847629293000,Régulier Payez-Partez
11770,A,Rue de l' Église  (SLR),BASE COURTE ,-73.677739066932503000,45.511893636328921000,Régulier Payez-Partez
11771,A,Rue de l' Église  (SLR),SA-SB-SC-SD,-73.677156871610705000,45.512317385310617000,Régulier Payez-Partez
11772,A,Rue Ouimet  (SLR),SA-SB-SC-SD,-73.678674681354693000,45.512646351995173000,Régulier Payez-Partez
11774,A,Sainte-Catherine,E-F-G-H,-73.565265587520471000,45.508088494211002000,Régulier Payez-Partez
11776,A,Parc,VA-VB-VC-VD,-73.621228704335664000,45.530087608576771000,Régulier Payez-Partez
11777,A,Parc,VA-VB-VC-VD,-73.618145688818871000,45.529028647845443000,Régulier Payez-Partez
11778,A,Ontario,MA-MB-MC-MD,-73.541628351999989000,45.549842337788327000,Régulier Payez-Partez
11779,A,Desjardins,BASE COURTE ,-73.540824649171910000,45.551209273760492000,Régulier Payez-Partez
11780,A,Ontario,MA-MB-MC-MD,-73.540192801680391000,45.551689829939484000,Régulier Payez-Partez
11781,A,Ontario,MA-MB-MC-MD,-73.540284339338882000,45.551943362288718000,Régulier Payez-Partez
11782,A,Ontario,MA-MB-MC-MD,-73.539618281842280000,45.552970109239951000,Régulier Payez-Partez
11783,A,Rouen,BASE COURTE ,-73.544540174613829000,45.551969659117418000,Régulier Payez-Partez
11785,A,Montagne,B-C-D-R,-73.577966839398883000,45.499353096085684000,Régulier Payez-Partez
11786,A,Decelles,BASE COURTE ,-73.618656539526796000,45.497306574443371000,Régulier Payez-Partez
11787,A,Jean-Brillant,BASE COURTE ,-73.618914966353643000,45.498748014921084000,Régulier Payez-Partez
11788,A,Jean-Brillant,T-U-X-Z,-73.618301039672502000,45.499459117561209000,Régulier Payez-Partez
11797,A,Sainte-Catherine,Q-S-W-Y,-73.558644303522669000,45.515671168853238000,Régulier Payez-Partez
11799,A,Notre-Dame,J-L-M-SP,-73.568393694920516000,45.488433998302270000,Régulier Payez-Partez
11800,A,Notre-Dame,BASE COURTE ,-73.567597282607906000,45.489486611335494000,Régulier Payez-Partez
11803,A,Rachel,PD-PE-PF-PH,-73.578796096419353000,45.520985723573936000,Régulier Payez-Partez
11804,A,Saint-Urbain,PB-PC-PE-PF,-73.579112355739269000,45.515037779921769000,Régulier Payez-Partez
11805,A,Saint-Urbain,PB-PC-PE-PF,-73.577559466226276000,45.514331228656339000,Régulier Payez-Partez
11806,A,Saint-Laurent,PH-PM-PN-PR,-73.602367750706435000,45.527318446869110000,Régulier Payez-Partez
11807,A,Maguire,PH-PM-PN-PR,-73.595607975079219000,45.524649079339397000,Régulier Payez-Partez
11809,A,Saint-Laurent,PH-PM-PN-PR,-73.601130532548154000,45.526914098660846000,Régulier Payez-Partez
11810,A,Notre-Dame,A-SN-SP-SQ,-73.584129142403810000,45.477960038751036000,Régulier Payez-Partez
11811,A,Notre-Dame,A-SN-SP-SQ,-73.583092336932793000,45.478366870849484000,Régulier Payez-Partez
11812,A,Notre-Dame,A-SN-SP-SQ,-73.582751061476969000,45.478710027304729000,Régulier Payez-Partez
11813,A,Notre-Dame,A-SN-SP-SQ,-73.581690578988969000,45.479129769342947000,Régulier Payez-Partez
11814,A,Notre-Dame,A-SN-SP-SQ,-73.580692369415033000,45.479823522570769000,Régulier Payez-Partez
11816,A,Notre-Dame,A-SN-SP-SQ,-73.579643959005779000,45.480376237753767000,Régulier Payez-Partez
11817,A,Notre-Dame,A-SN-SP-SQ,-73.578718136646899000,45.480886003107088000,Régulier Payez-Partez
11818,A,Notre-Dame,A-J-SN-SP,-73.576828979973499000,45.481846182076666000,Régulier Payez-Partez
11819,A,Notre-Dame,BASE COURTE ,-73.576401351503620000,45.482277036118319000,Régulier Payez-Partez
11820,A,Notre-Dame,A-J-SN-SP,-73.575040808858034000,45.482958152160293000,Régulier Payez-Partez
11821,A,Notre-Dame,A-J-SN-SP,-73.574907249041090000,45.483180983134183000,Régulier Payez-Partez
11822,A,Notre-Dame,A-J-SN-SP,-73.573942747398078000,45.483770232327252000,Régulier Payez-Partez
11823,A,Notre-Dame,BASE COURTE ,-73.573958311963594000,45.483610775210174000,Régulier Payez-Partez
11824,A,Ontario,MA-MB-MC-MD,-73.547209003060914000,45.541475026592465000,Régulier Payez-Partez
11825,A,Ontario,MA-MB-MC-MD,-73.546499508954767000,45.542247504383326000,Régulier Payez-Partez
11826,A,Ontario,MA-MB-MC-MD,-73.545869638331666000,45.543247889471985000,Régulier Payez-Partez
11827,A,Cuvillier,BASE COURTE ,-73.545891343423349000,45.543728302500718000,Régulier Payez-Partez
11828,A,Ontario,MA-MB-MC-MD,-73.545071030839949000,45.544513327884289000,Régulier Payez-Partez
11829,A,Ontario,BASE COURTE ,-73.546509142801867000,45.542539313389824000,Régulier Payez-Partez
11830,A,Ontario,MA-MB-MC-MD,-73.544767170409656000,45.545343584958054000,Régulier Payez-Partez
11831,A,Ontario,MA-MB-MC-MD,-73.544022892173956000,45.546245665604744000,Régulier Payez-Partez
11834,A,Ontario,MA-MB-MC-MD,-73.542605234233761000,45.548263117471976000,Régulier Payez-Partez
11835,A,Ontario,MA-MB-MC-MD,-73.542048546031737000,45.549176825414477000,Régulier Payez-Partez
11836,A,Ontario,MA-MB-MC-MD,-73.541505435692287000,45.549721534932978000,Régulier Payez-Partez
11837,A,Masson,RA-RB-RC-RD,-73.572820997462955000,45.551332190760753000,Régulier Payez-Partez
11838,A,Monk,BASE COURTE ,-73.596504165932828000,45.460030485093014000,Régulier Payez-Partez
11839,A,Monk,SN-SP-SQ-SR,-73.596948075537270000,45.460732269380905000,Régulier Payez-Partez
11841,A,Monk,BASE COURTE ,-73.596505330081229000,45.459550434306244000,Régulier Payez-Partez
11842,A,Monk,BASE COURTE ,-73.595573853464103000,45.457555737554301000,Régulier Payez-Partez
11843,A,Monk,SN-SP-SQ-SR,-73.595949536626691000,45.458069522225941000,Régulier Payez-Partez
11844,A,Monk,SN-SP-SQ-SR,-73.595125219506912000,45.456360749566116000,Régulier Payez-Partez
11845,A,Monk,SN-SP-SQ-SR,-73.595209438064231000,45.456090598722369000,Régulier Payez-Partez
11846,A,Monk,BASE COURTE ,-73.594553650810226000,45.454828655345139000,Régulier Payez-Partez
11847,A,Monk,SN-SP-SQ-SR,-73.594748639121519000,45.454868928599204000,Régulier Payez-Partez
11848,A,Monk,SN-SP-SQ-SR,-73.593885206654292000,45.453047431014213000,Régulier Payez-Partez
11849,A,Monk,SN-SP-SQ-SR,-73.594171876901839000,45.453330035578467000,Régulier Payez-Partez
11850,A,Monk,SN-SP-SQ-SR,-73.593355590974667000,45.451638156511315000,Régulier Payez-Partez
11851,A,Monk,SN-SP-SQ-SR,-73.593780135647151000,45.452282989502585000,Régulier Payez-Partez
11852,A,Jolicoeur,SN-SP-SQ-SR,-73.595706151113859000,45.456891966428344000,Régulier Payez-Partez
11855,A,Sainte-Catherine,MA-MB-MC-MD,-73.538315870296273000,45.543954717300153000,Régulier Payez-Partez
11856,A,Sainte-Catherine,MA-MB-MC-MD,-73.537365867724716000,45.545507539030282000,Régulier Payez-Partez
11857,A,Sainte-Catherine,MA-MB-MC-MD,-73.536326270808516000,45.546841094117859000,Régulier Payez-Partez
11858,A,Sainte-Catherine,MA-MB-MC-MD,-73.535939712580984000,45.547829637918404000,Régulier Payez-Partez
11859,A,Sainte-Catherine,MA-MB-MC-MD,-73.535037027814297000,45.549038571044228000,Régulier Payez-Partez
11860,A,Sainte-Catherine,BASE COURTE ,-73.534545160433311000,45.550252575448198000,Régulier Payez-Partez
11861,A,Sainte-Catherine,MA-MB-MC-MD,-73.533924942675711000,45.550918963616191000,Régulier Payez-Partez
11862,A,Sainte-Catherine,BASE COURTE ,-73.533496467230506000,45.551846913725015000,Régulier Payez-Partez
11864,A,Sainte-Catherine,MA-MB-MC-MD,-73.531543544979243000,45.554378831386671000,Régulier Payez-Partez
11866,A,Sainte-Catherine,MA-MB-MC-MD,-73.530066691450642000,45.556720810339890000,Régulier Payez-Partez
11867,A,Jean-Talon,RA-RB-RD-VB,-73.612725198508699000,45.541245955597319000,Régulier Payez-Partez
11868,A,Jarry,AB-VB-VC-VD,-73.630831203432137000,45.539999263312346000,Régulier Payez-Partez
11869,A,Jarry,BASE COURTE ,-73.630477004674503000,45.540158219616224000,Régulier Payez-Partez
11871,A,Jarry,VA-VB-VC-VD,-73.629722439235252000,45.541458419502170000,Régulier Payez-Partez
11872,A,Jarry,AB-VB-VC-VD,-73.629666367059087000,45.541994953762121000,Régulier Payez-Partez
11873,A,Jarry,VA-VB-VC-VD,-73.628928031055494000,45.542842353329398000,Régulier Payez-Partez
11874,A,Jarry,AB-VB-VC-VD,-73.628672942832182000,45.543733992917588000,Régulier Payez-Partez
11875,A,Jarry,VA-VB-VC-VD,-73.628152035873384000,45.544131152111206000,Régulier Payez-Partez
11876,A,Jarry,AB-VB-VC-VD,-73.628160272562255000,45.544429659815862000,Régulier Payez-Partez
11877,A,Jarry,VA-VB-VC-VD,-73.627133312098280000,45.545361529197557000,Régulier Payez-Partez
11878,A,Jarry,AB-VB-VC-VD,-73.627235197080196000,45.545542264560105000,Régulier Payez-Partez
11879,A,Jarry,VA-VB-VC-VD,-73.626122896488553000,45.546526731290641000,Régulier Payez-Partez
11880,A,Saint-Hubert,VA-VB-VC-VD,-73.621771960886434000,45.544703222556464000,Régulier Payez-Partez
11881,A,Saint-Hubert,VA-VB-VC-VD,-73.621435278728399000,45.544405111766267000,Régulier Payez-Partez
11882,A,Saint-Hubert,RA-RB-VB-VC,-73.619760385729819000,45.543776983986042000,Régulier Payez-Partez
11883,A,Saint-Hubert,RA-RB-VB-VC,-73.620145669709387000,45.543815506777428000,Régulier Payez-Partez
11884,A,Saint-Hubert,RA-RB-VB-VC,-73.618706642995534000,45.543295568573832000,Régulier Payez-Partez
11885,A,Saint-Hubert,RA-RB-VB-VC,-73.618827205793096000,45.543213361815596000,Régulier Payez-Partez
11886,A,Saint-Hubert,RA-RB-VB-VC,-73.617150625255789000,45.542582522731401000,Régulier Payez-Partez
11887,A,Saint-Hubert,RA-RB-VB-VC,-73.617087995441949000,45.542414765893042000,Régulier Payez-Partez
11888,A,Saint-Hubert,RA-RB-VB-VC,-73.615953132595152000,45.542034779721256000,Régulier Payez-Partez
11889,A,Saint-Hubert,RA-RB-VB-VC,-73.615968225413269000,45.541900933087341000,Régulier Payez-Partez
11890,A,Saint-Hubert,RA-RB-VB-VC,-73.613783819784715000,45.541043414632234000,Régulier Payez-Partez
11891,A,Saint-Hubert,RA-RB-VB-VC,-73.614485669306077000,45.541227202221449000,Régulier Payez-Partez
11893,A,Bourbonnière,MA-MB-MC-MD,-73.543182381833674000,45.548078409425116000,Régulier Payez-Partez
11894,A,Saint-Laurent,AB-VB-VC-VD,-73.639127016345711000,45.541295376187087000,Régulier Payez-Partez
11895,A,Saint-Laurent,AB-VB-VC-VD,-73.637984576862692000,45.540963334191417000,Régulier Payez-Partez
11896,A,Saint-Laurent,AB-VB-VC-VD,-73.636951312350519000,45.540663972119894000,Régulier Payez-Partez
11897,A,Saint-Laurent,BASE COURTE ,-73.635250806828339000,45.540168337504916000,Régulier Payez-Partez
11898,A,Saint-Laurent,AB-VB-VC-VD,-73.636942092050660000,45.540431129836932000,Régulier Payez-Partez
11899,A,Saint-Laurent,AB-VB-VC-VD,-73.635151351051846000,45.539909065127880000,Régulier Payez-Partez
11900,A,Saint-Laurent,AB-VB-VC-VD,-73.633265732689964000,45.539589731070556000,Régulier Payez-Partez
11901,A,Saint-Laurent,AB-VB-VC-VD,-73.631815057296805000,45.539166749369656000,Régulier Payez-Partez
11902,A,Saint-Laurent,AB-VB-VC-VD,-73.633664105847245000,45.539464200955109000,Régulier Payez-Partez
11903,A,Bellarmin,AB-VB-VC-VD,-73.639557373605882000,45.541096912972037000,Régulier Payez-Partez
11907,A,361 - Pl. St-Henri C/N (V1),SN-SP-SQ-SR,-73.585310894421610000,45.477336856757560000,Régulier Payez-Partez
11908,A,Monk,SN-SP-SQ-SR,-73.596013984158105000,45.458706146999248000,Régulier Payez-Partez
11910,A,197 - Émile-Duployé,PC-PD-S-W,-73.564362855432648000,45.527769773957708000,Régulier Payez-Partez
11911,A,197 - Émile-Duployé,BASE COURTE ,-73.564457318132767000,45.527472922531082000,Régulier Payez-Partez
11912,A,Maisonneuve,E-F-G-H,-73.570780393370342000,45.505174129826642000,Régulier Payez-Partez
11914,A,Allard,SN-SP-SQ-SR,-73.592987524792633000,45.451151995558895000,Régulier Payez-Partez
11915,A,University,BASE COURTE ,-73.581284831232992000,45.508845157652800000,Régulier Payez-Partez
11916,A,191 - St-André,RA-RB-RD-VB,-73.612005400794175000,45.540947783474216000,Régulier Payez-Partez
11917,A,216 - Papineau,PC-PD-S-W,-73.569411676233543000,45.530321522793344000,Régulier Payez-Partez
11918,A,Sainte-Catherine,MA-MB-MC-MD,-73.532499911077920000,45.552984586740081000,Régulier Payez-Partez
11919,A,Decelles,T-U-X-Z,-73.627181403565416000,45.501241749731392000,Régulier Payez-Partez
11920,A,Decelles,BASE COURTE ,-73.626218906434090000,45.501025340380416000,Régulier Payez-Partez
11921,A,Hudson,T-U-X-Z,-73.623682354016836000,45.504375925454418000,Régulier Payez-Partez
11922,A,182 - Coolbrook,T-U-X-Z,-73.629301862193685000,45.482446388695983000,Régulier Payez-Partez
11923,A,Fleury,AB-AC-AD-AE,-73.659765376562305000,45.556900896914243000,Régulier Payez-Partez
11924,A,Sainte-Catherine,MA-MB-MC-MD,-73.530844541951524000,45.555824440087512000,Régulier Payez-Partez
11925,A,Décarie(Blvd),T-U-X-Z,-73.602810945703467000,45.471505683767596000,Régulier Payez-Partez
11926,A,Sainte-Catherine,A-B-C-J,-73.584121481558839000,45.489737840844739000,Régulier Payez-Partez
11927,A,Notre-Dame,J-SP-SN-SU,-73.569549937132166000,45.486656375396031000,Régulier Payez-Partez
11928,A,Notre-Dame,J-SP-ST-SU,-73.566465952784640000,45.490785487547278000,Régulier Payez-Partez
11929,A,Notre-Dame,J-SP-ST-SU,-73.564995061280555000,45.492512399806387000,Régulier Payez-Partez
11930,A,Berri,BASE COURTE ,-73.559415674409280000,45.514630735813526000,Régulier Payez-Partez
11931,A,Sainte-Catherine,Q-S-W-Y,-73.555902000073914000,45.518637334428306000,Régulier Payez-Partez
11932,A,Ontario,Q-S-W-Y,-73.563107154910924000,45.519722439819297000,Régulier Payez-Partez
11933,A,Saint-Urbain,E-F-G-H,-73.567708204409897000,45.510112676005967000,Régulier Payez-Partez
11934,A,Bélanger,RB-RD-VB-VC,-73.603167330560623000,45.546871290715046000,Régulier Payez-Partez
11936,A,Récollets,K-L-M-P,-73.558462711471023000,45.501528255576950000,Régulier Payez-Partez
11938,A,Peel,IMAGE AGENCE,-73.560517269259094000,45.494366173967393000,Régulier Payez-Partez
11939,A,Peel,SP-ST-SU-SW,-73.558370748499982000,45.493550691063319000,Régulier Payez-Partez
11941,A,Peel,SP-ST-SU-SW,-73.556472874420564000,45.492916227507656000,Régulier Payez-Partez
11942,A,Wellington,SP-ST-SU-SW,-73.557987144476698000,45.492691648932968000,Régulier Payez-Partez
11943,A,Wellington,SP-ST-SU-SW,-73.557872278412589000,45.492382664117358000,Régulier Payez-Partez
11944,A,Wellington,L-SP-ST-SW,-73.556823125965479000,45.493959691742056000,Régulier Payez-Partez
11945,A,Wellington,L-SP-ST-SW,-73.557020324725869000,45.494050779991724000,Régulier Payez-Partez
11946,A,Wellington,L-SP-ST-SW,-73.556304055398059000,45.495021370116810000,Régulier Payez-Partez
11947,A,Wellington,L-SP-ST-SW,-73.556170271695365000,45.494852933347616000,Régulier Payez-Partez
11949,A,Clark,G-H-PA-PB,-73.566886089326971000,45.510733767668285000,Régulier Payez-Partez
11951,A,Roy,G-PB-PC-PF,-73.574404352895797000,45.517345792451728000,Régulier Payez-Partez
11952,A,Notre-Dame,Q-V-W-Y,-73.548377902185735000,45.517602817226319000,Régulier Payez-Partez
11953,A,Robert-Bourassa,D-F-J-K,-73.569057324678710000,45.502889577893797000,Régulier Payez-Partez
11954,A,Notre-Dame,Q-V-W-Y,-73.548008741040263000,45.518793048640937000,Régulier Payez-Partez
11955,A,University,IMAGE AGENCE,-73.579055927886628000,45.507606277228099000,Régulier Payez-Partez
11958,A,302  (sud de Beaubien) voie 2,RB-RC-RD-VB,-73.600170713706973000,45.535419141884248000,Régulier Payez-Partez
11961,A,Légaré,T-U-X-Z,-73.629851447894310000,45.496470329236999000,Régulier Payez-Partez
11962,A,335 - rue Fleury - voie Nord,BASE COURTE ,-73.658458695974090000,45.560029034243747000,Régulier Payez-Partez
11963,A,Sherbrooke,G-PB-PC-S,-73.569041540739875000,45.513014892067545000,Régulier Payez-Partez
11964,A,Sherbrooke,G-PB-PC-S,-73.568321347069926000,45.514683474955390000,Régulier Payez-Partez
11965,A,Sherbrooke,G-PB-PC-S,-73.567803832135112000,45.515841442788563000,Régulier Payez-Partez
11967,A,Monkland,T-U-X-Z,-73.625383109392644000,45.472626000361423000,Régulier Payez-Partez
11968,A,René-Lévesque,IMAGE AGENCE,-73.581179875005745000,45.488977014443684000,Régulier Payez-Partez
11970,A,La Gauchetière,H-N-P-Q,-73.556604397257345000,45.512623819199952000,Régulier Payez-Partez
11972,A,Berri,G-PC-PD-PF,-73.570505694869809000,45.519571314751559000,Régulier Payez-Partez
11973,A,Saint-André,RA-RB-RD-VB,-73.609393564340067000,45.539534662445810000,Régulier Payez-Partez
11974,A,Saint-Zotique,RA-RB-RD-VB,-73.606052900401281000,45.538098862994325000,Régulier Payez-Partez
11975,A,Saint-André,RA-RB-RD-VB,-73.602396231748926000,45.536710065443486000,Régulier Payez-Partez
11976,A,Chateaubriand,RA-RB-RD-VB,-73.610453846986559000,45.538572786656246000,Régulier Payez-Partez
11977,A,Chateaubriand,RA-RB-RD-VB,-73.606982045884109000,45.536977366595949000,Régulier Payez-Partez
11978,A,Saint-André,RA-RB-RD-VB,-73.602820162044139000,45.536598403299088000,Régulier Payez-Partez
11979,A,William,K-L-M-P,-73.557793198802997000,45.498357994920795000,Régulier Payez-Partez
11980,A,Sainte-Catherine,Q-S-W-Y,-73.549744573159629000,45.525599768069945000,Régulier Payez-Partez
11981,A,Sainte-Catherine,Q-S-W-Y,-73.549474308674050000,45.525593893233925000,Régulier Payez-Partez
11982,A,Sainte-Catherine,Q-S-W-Y,-73.548699855052433000,45.526718659009191000,Régulier Payez-Partez
11983,A,Sainte-Catherine,Q-S-W-Y,-73.548635255381541000,45.526500312921812000,Régulier Payez-Partez
11984,A,Notre-Dame,J-SP-ST-SU,-73.564939875946692000,45.492876639015940000,Régulier Payez-Partez
11985,A,Lucien-L'Allier,C-D-J-L,-73.568907967399241000,45.493762590138907000,Régulier Payez-Partez
11986,A,Saint-Mathieu,A-B-C-J,-73.577440639065429000,45.492850657605608000,Régulier Payez-Partez
11987,A,Sherbrooke,G-PB-PC-S,-73.568106295238437000,45.515744620902147000,Régulier Payez-Partez
11988,A,Marie-Anne,PD-PH-PJ-PK,-73.571633425561345000,45.532610783962141000,Régulier Payez-Partez
11989,A,William-Tremblay,RC-RD-RE-RG,-73.564669985564962000,45.542690515379995000,Régulier Payez-Partez
11990,A,Molson,RC-RD-RE-RG,-73.564415087140162000,45.541517342205452000,Régulier Payez-Partez
11991,A,Molson,RC-RD-RE-RG,-73.563165265940341000,45.541454108158717000,Régulier Payez-Partez
11992,A,André-Laurendeau,RC-RD-RE-RG,-73.563082731867567000,45.543084515289507000,Régulier Payez-Partez
11993,A,André-Laurendeau,RC-RD-RE-RG,-73.562804002856865000,45.543157205045652000,Régulier Payez-Partez
11994,A,Laurier,BASE COURTE ,-73.577187029511990000,45.539143130231629000,Régulier Payez-Partez
11995,A,Laurier,BASE COURTE ,-73.576369562172090000,45.540247143672318000,Régulier Payez-Partez
11996,A,Laurier,BASE COURTE ,-73.576814083032829000,45.539593906370861000,Régulier Payez-Partez
11997,A,University,PH-PM-PN-PR,-73.581865910042282000,45.508947667463268000,Régulier Payez-Partez
11998,A,Saint-Paul,K-L-M-P,-73.558767507202703000,45.498582724271223000,Régulier Payez-Partez
12000,A,Boulevard Saint-Joseph  (LCH),IMAGE AGENCE,-73.693087664768456000,45.433304198309514000,Régulier Payez-Partez
12001,A,Boulevard Saint-Joseph  (LCH),IMAGE AGENCE,-73.686579719296390000,45.434286883394229000,Régulier Payez-Partez
12002,A,Boulevard Saint-Joseph  (LCH),IMAGE AGENCE,-73.684528153984815000,45.433817351791944000,Régulier Payez-Partez
12003,A,Boulevard Saint-Joseph  (LCH),IMAGE AGENCE,-73.683562348254426000,45.433562519361210000,Régulier Payez-Partez
12004,A,Boulevard Saint-Joseph  (LCH),IMAGE AGENCE,-73.682784253467972000,45.433216245634519000,Régulier Payez-Partez
12005,A,Boulevard Saint-Joseph  (LCH),IMAGE AGENCE,-73.681331373391771000,45.433048290905688000,Régulier Payez-Partez
12006,A,18e Avenue  (LCH),BASE / IMAGE,-73.680662905378895000,45.433497666459807000,Régulier Payez-Partez
